Hostname,IP Address,OS,Installed Software
test,10.0.2.15,Windows-10-10.0.26200-SP0,DisplayName; -----------; Git; Python 3.11.9 pip Bootstrap (64-bit); Python 3.11.9 Utility Scripts (64-bit); Python 3.11.9 Documentation (64-bit); Python 3.11.9 Tcl/Tk Support (64-bit); Python 3.11.9 Standard Library (64-bit); Python 3.11.9 Test Suite (64-bit); Python 3.11.9 Core Interpreter (64-bit); Python 3.11.9 Executables (64-bit); Python 3.11.9 Add to Path (64-bit); Python 3.11.9 Development Libraries (64-bit)
